date,Value,Geography,Age,Qualification,Year of Arrival,Country of Birth
2011,19059,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,Middle East and Asia: Other
2011,1538,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,5421,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,The Americas and the Caribbean: United States
2011,2746,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,4824,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,The Americas and the Caribbean: Other
2011,3406,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: United Kingdom
2011,3124,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Ireland
2011,4915,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,8338,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,2997,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,4157,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,12612,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,24496,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,30063,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,13575,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,11693,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Africa: Nigeria
2011,7814,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Africa: South Africa
2011,46665,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Africa: Other
2011,16901,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Middle East and Asia: China
2011,6387,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,14134,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Middle East and Asia: India
2011,14040,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Middle East and Asia: Pakistan
2011,70749,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,Middle East and Asia: Other
2011,1628,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,4740,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,The Americas and the Caribbean: United States
2011,3652,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,7535,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,The Americas and the Caribbean: Other
2011,3721,England and Wales (K04000001),Age 16 to 24,"Highest level of qualification: Level 1, 2 or 3 qualifications",Arrived 2001-2011,"Antarctica, Oceania and other"
2011,164831,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: United Kingdom
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Ireland
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Africa: Nigeria
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Africa: South Africa
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Africa: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Middle East and Asia: China
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Middle East and Asia: India
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,Middle East and Asia: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: United Kingdom
2011,28,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Ireland
2011,10,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,163,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,7,England and Wales (K04000001),Age 16 to 24,Highest level of qualification: Apprenticeship,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
